01_prenom,02_genre,03_nom,04_age,05_niveau,06_attaque,07_defense,08_physique,09_technique,10_endurance,11_forme
emanuel,m,NETTLES,19,Adulte,79,65,70,66,61,43
emanuele,m,DEES,30,Adulte,40,88,86,35,40,31
emel,f,KRIEGER,20,Adulte,87,31,82,99,31,72
emelie,f,PEEK,30,Adulte,52,80,57,84,33,38
emelina,f,HERSHBERGER,33,Adulte,38,79,48,57,36,35
emeline,f,SAGE,29,Adulte,96,97,87,88,93,55
emely,f,CUSTER,28,Adulte,65,99,56,38,94,80
emer,f,ZHENG,13,Junior,64,86,36,97,37,48
emerald,f,OTOOLE,19,Adulte,37,72,32,90,31,58
emeric,m,JAIMES,32,Adulte,66,39,61,85,50,98
emerson,m,ELROD,23,Adulte,56,36,62,86,92,75
emery,m,SOMERS,25,Adulte,36,91,74,89,70,68
emi,f,LIRA,24,Adulte,94,77,39,79,31,44
emidio,m,NAGLE,26,Adulte,38,46,85,95,41,39
emil,m,GROOMS,22,Adulte,96,79,78,85,71,50
émile,m,SORIA,30,Adulte,89,47,98,69,100,56
emilee,f,DRURY,22,Adulte,99,81,70,70,60,31
emilia,f,KEANE,28,Adulte,89,58,45,85,62,46
emilian,m,BOSTIC,35,Adulte,47,38,35,64,46,44
emiliana,f,HARTMANN,11,Junior,85,60,33,53,81,39
emiliano,m,PAULEY,31,Adulte,93,30,54,86,85,52
émilie,f,MURRELL,34,Adulte,68,96,56,92,48,61
emilie,f,MANZO,19,Adulte,72,98,84,57,76,87
émilien,m,MOREY,30,Adulte,32,56,33,53,45,85
emilio,m,AGEE,14,Junior,36,96,95,90,66,60
emily,f,HAMEL,24,Adulte,90,81,71,37,60,90
emine,f,TAVARES,15,Junior,35,65,100,69,60,97
emlyn,m,DUNNING,31,Adulte,85,34,78,30,85,90
emma,f,MCCLOSKEY,10,Junior,91,54,100,58,31,100
emmaline,f,PLUNKETT,10,Junior,85,52,75,97,42,67
emmanouil,m,MAPLES,11,Junior,44,94,61,85,90,39
emmanuel,m,MARCH,12,Junior,42,61,33,94,52,39
emmanuelle,f,ARMENTA,32,Adulte,45,83,82,68,52,77
emmeline,f,WALDROP,27,Adulte,67,56,99,96,59,52
emmerich,m,ESPINAL,12,Junior,83,93,74,80,64,67
emmerson,m,FAJARDO,33,Adulte,65,47,92,95,90,48
emmet,m,CHRISTENSON,27,Adulte,89,68,64,30,99,94
emmett,m,ROBINS,21,Adulte,74,72,48,63,33,52
emmie,f,BAGWELL,13,Junior,51,99,33,30,61,65
emmy,f,MASSIE,22,Adulte,61,31,97,33,93,86
emory,m,LEAHY,14,Junior,86,100,38,53,81,36
emrys,m,URBINA,24,Adulte,75,99,53,93,69,32
emyr,m,MEDLIN,23,Adulte,71,56,68,51,81,76
ena,f,ZHU,21,Adulte,56,38,86,30,100,46
encarnacion,f,PANTOJA,34,Adulte,38,54,53,58,40,99
endre,m,BARBEE,26,Adulte,97,68,43,50,54,74
enéas,m,CLAWSON,34,Adulte,75,48,63,52,51,80
enfys,m,REITER,24,Adulte,94,83,49,66,46,86
engel,m,KO,14,Junior,43,41,53,62,42,76
engelbert,m,CRIDER,25,Adulte,50,52,51,40,60,90
engin,m,MAXEY,20,Adulte,55,36,79,91,66,37
enid,f,WORRELL,20,Adulte,39,64,67,93,36,37
eniola,m,BRACKETT,25,Adulte,64,30,44,50,35,67
enitan,m,MCLEMORE,18,Adulte,32,34,68,87,41,54
ennio,m,YOUNGER,18,Adulte,79,95,94,70,60,77
ennis,f,HER,21,Adulte,56,62,52,86,62,80
enoch,m,HARDESTY,27,Adulte,89,98,44,90,77,64
enok,m,DANNER,12,Junior,85,99,97,100,33,76
enola,f,RAGAN,19,Adulte,89,63,85,70,81,94
enos,m,ALMANZA,10,Junior,87,94,81,96,68,32
enosh,m,NIELSON,24,Adulte,85,90,90,60,100,33
enric,m,GRABER,32,Adulte,56,76,43,65,47,33
enrica,f,MCINTIRE,32,Adulte,31,95,66,61,88,90
enrico,m,TIRADO,27,Adulte,80,75,72,68,40,30
enrique,m,GRISWOLD,19,Adulte,65,68,89,38,45,58
enu,m,SEIFERT,26,Adulte,93,40,56,45,65,91
enya,f,VALLES,33,Adulte,92,80,97,30,50,89
enyo,f,LANEY,31,Adulte,77,75,88,33,91,68
enzo,m,GUPTA,30,Adulte,33,34,33,66,93,62
eoforhild,f,MALIK,29,Adulte,86,97,31,84,38,56
eoghan,m,LIBBY,11,Junior,82,39,45,79,40,39
eoin,m,MARVIN,34,Adulte,30,75,39,48,96,64
eos,f,KOONTZ,23,Adulte,51,99,74,74,31,64
eowyn,f,MARR,10,Junior,63,48,75,93,36,58
epaphras,m,KOZLOWSKI,20,Adulte,36,36,68,35,65,100
epaphroditos,m,LEMKE,28,Adulte,54,93,86,72,62,83
ephraim,m,BRANT,29,Adulte,97,97,55,94,54,97
epifanio,m,PHELAN,18,Adulte,86,86,81,59,82,83
epiktetos,m,KEMPER,35,Adulte,78,60,76,77,68,54
epiphany,f,GOODEN,29,Adulte,51,35,82,84,91,43
epona,f,BEAULIEU,33,Adulte,37,56,84,63,55,57
eppie,f,CARDOZA,24,Adulte,96,99,70,63,39,43
era,f,HEALEY,17,Junior,44,43,49,72,53,99
eran,m,ZHAO,32,Adulte,44,76,67,33,68,51
erasmus,m,HARDWICK,33,Adulte,94,78,80,39,99,93
erastus,m,KITCHENS,18,Adulte,60,34,98,56,51,49
erato,f,BOX,24,Adulte,42,49,70,68,65,66
ercole,m,STEPP,33,Adulte,52,100,45,88,35,31
ercwlff,m,COMSTOCK,33,Adulte,96,95,85,94,60,93
erdem,m,POSTON,14,Junior,44,47,87,69,53,60
erdmann,m,SAGER,22,Adulte,60,56,43,36,69,70
erebus,m,CONTI,35,Adulte,39,39,79,70,58,50
eren,m,BORGES,25,Adulte,44,49,59,97,68,70
erez,m,FARROW,22,Adulte,38,90,49,82,47,64
erhard,m,ACKER,10,Junior,87,85,86,38,93,84
eric,m,GLASER,28,Adulte,67,64,40,43,30,88
erica,f,ANTONIO,21,Adulte,46,49,59,81,78,53
erich,m,LENNON,10,Junior,53,83,34,96,81,68
erick,m,GAITHER,22,Adulte,56,86,90,52,91,75
ericka,f,FREITAS,29,Adulte,74,95,70,74,72,56
erik,m,ALICEA,16,Junior,90,46,43,41,91,64
erika,f,MCMILLEN,28,Adulte,89,49,55,91,63,30
erin,f,CHAPIN,35,Adulte,81,46,32,99,37,89
eris,f,RATCLIFF,24,Adulte,76,94,77,57,53,41
erishkigal,f,LERMA,18,Adulte,89,38,55,39,43,60
erkki,m,SEVERSON,23,Adulte,33,93,47,40,44,39
erland,m,WILDE,28,Adulte,84,37,71,51,82,58
erle,m,MORTENSEN,23,Adulte,60,33,78,100,50,33
erlend,m,WINCHESTER,10,Junior,68,43,42,61,61,76
erma,f,FLANNERY,19,Adulte,60,32,57,38,68,43
ermanno,m,VILLASENOR,13,Junior,65,71,68,75,54,88
ermenegilde,m,CENTENO,14,Junior,67,62,76,47,67,96
ermenegildo,m,BURKHOLDER,20,Adulte,36,64,90,65,79,71
ermentraud,f,HORAN,29,Adulte,39,61,81,75,83,39
ermentraude,f,MEADOR,17,Junior,86,90,66,89,47,55
ermete,f,INGLE,25,Adulte,47,36,61,82,84,93
ermintrude,f,ROLDAN,30,Adulte,64,40,68,62,36,87
ermolai,m,ESTRELLA,28,Adulte,66,46,59,95,39,39
ermtraud,f,PULLEN,22,Adulte,54,37,91,61,82,32
ern,m,NEWKIRK,15,Junior,56,73,45,85,32,39
erna,f,GAYTAN,19,Adulte,81,88,87,84,51,69
ernest,m,LINDBERG,24,Adulte,54,74,75,66,40,98
ernesta,f,WINDHAM,21,Adulte,84,58,45,53,62,93
ernestine,f,GATLIN,31,Adulte,43,85,40,56,85,30
ernesto,m,STOLTZFUS,30,Adulte,36,56,58,100,36,77
ernie,m,BEHRENS,24,Adulte,41,53,48,51,94,35
ernõ,m,CINTRON,32,Adulte,33,52,93,100,51,99
ernst,m,BRODERICK,27,Adulte,73,32,53,95,30,69
eros,m,SOLORZANO,32,Adulte,35,33,47,72,50,91
errol,m,JAIME,16,Junior,73,67,82,62,86,77
erskine,m,VENABLE,33,Adulte,89,90,72,81,75,55
ervin,m,CULBERTSON,26,Adulte,70,53,83,81,63,48
ervins,m,GARAY,14,Junior,31,44,39,78,56,56
erwan,m,CAPUTO,14,Junior,44,45,43,52,65,51
erwin,m,GRANTHAM,30,Adulte,78,68,93,79,73,92
erykah,f,HANLON,29,Adulte,62,89,95,96,97,56
eryn,f,PARRY,12,Junior,42,98,92,82,59,98
erzsébet,f,CRIST,29,Adulte,37,91,90,52,63,62
erzsi,f,COSBY,29,Adulte,63,88,88,95,88,32
esa,m,SHORE,20,Adulte,89,59,35,67,58,97
esaias,m,EVERHART,17,Junior,74,35,64,40,42,32
esau,m,DORN,20,Adulte,48,75,72,51,80,72
esdras,m,TURLEY,33,Adulte,50,42,38,63,49,97
eseld,f,ENG,23,Adulte,66,83,94,88,90,77
eser,f,VALERIO,21,Adulte,55,44,77,81,100,59
eshe,f,RAND,33,Adulte,30,77,95,76,34,71
esi,f,HIATT,25,Adulte,80,87,93,92,54,79
esin,f,MOTA,23,Adulte,58,94,52,96,63,60
esmail,m,JUDGE,19,Adulte,38,54,60,82,96,34
esmaralda,f,KINDER,20,Adulte,88,98,78,86,60,66
esmé,m,COLWELL,20,Adulte,45,47,40,93,66,40
esmée,f,ASHWORTH,15,Junior,55,30,87,59,38,95
esmeralda,f,TEJEDA,26,Adulte,83,72,90,99,81,67
esmond,m,SIKES,31,Adulte,76,58,69,71,56,96
esmund,m,OSHEA,27,Adulte,79,72,76,78,62,78
esperanta,f,WESTMORELAND,15,Junior,92,93,80,95,68,36
esperanza,f,FABER,34,Adulte,86,73,86,79,85,43
espiridion,m,CULPEPPER,29,Adulte,88,30,86,48,87,30
essa,f,LOGSDON,17,Junior,57,47,34,38,72,67
essence,f,FUGATE,13,Junior,87,78,38,36,92,47
essie,f,APODACA,27,Adulte,37,43,96,62,49,91
esta,f,LINDLEY,11,Junior,97,30,31,97,31,83
estachio,m,SAMSON,16,Junior,32,42,31,64,40,73
estavan,m,LILES,16,Junior,41,43,74,58,46,89
estéban,m,MCCLANAHAN,12,Junior,33,35,42,41,69,95
estee,f,BURGE,25,Adulte,96,92,80,30,91,53
estefanía,f,VAIL,35,Adulte,46,72,50,43,61,62
estela,f,ETHERIDGE,32,Adulte,51,78,52,63,99,60
estella,f,BOUDREAU,31,Adulte,45,94,68,42,46,74
estelle,f,ANDRES,13,Junior,46,56,98,70,77,94
ester,f,NOLL,24,Adulte,70,86,99,98,92,50
esteri,f,HIGGS,22,Adulte,89,31,50,96,30,47
estevão,m,SNEAD,18,Adulte,41,84,94,94,36,98
estève,m,LAYMAN,13,Junior,57,69,53,62,31,51
esteve,m,TURK,32,Adulte,92,76,92,79,100,57
esther,f,NOLEN,11,Junior,42,84,59,64,30,94
estrella,f,WAYNE,15,Junior,75,44,32,64,84,49
esyllt,f,BETZ,14,Junior,40,56,94,74,53,52
eszter,f,VICTOR,17,Junior,62,91,70,75,55,48
eszti,f,LAFFERTY,34,Adulte,54,55,40,62,76,30
étaín,f,CARBONE,14,Junior,95,74,53,47,51,75
etel,f,SKIPPER,31,Adulte,100,89,73,31,84,98
etelka,f,ZELLER,22,Adulte,99,64,77,33,84,60
ethalyn,f,KASPER,11,Junior,69,46,94,34,77,61
ethan,m,DESANTIS,14,Junior,76,64,38,62,76,40
ethel,f,FOGLE,27,Adulte,100,45,40,62,82,68
ethelbert,m,GANDY,23,Adulte,99,67,78,46,61,30
etheldreda,f,MENDENHALL,33,Adulte,34,92,44,87,54,90
ethelinda,f,SEWARD,28,Adulte,42,85,39,45,91,83
ethelred,m,SCHWEITZER,12,Junior,87,56,78,53,71,94
ethna,f,GULLEY,24,Adulte,89,95,75,71,98,88
ethne,f,STINE,16,Junior,65,98,47,69,39,87
étienne,m,SOWERS,18,Adulte,64,47,74,97,76,40
etna,f,DUENAS,23,Adulte,43,35,97,94,63,81
etta,f,MONSON,14,Junior,83,100,63,52,35,68
ettie,f,BRINKMAN,31,Adulte,59,99,52,85,36,95
ettore,m,HUBERT,24,Adulte,43,90,87,55,35,99
etzel,m,MOTLEY,16,Junior,38,50,47,60,39,44
euan,m,PFEIFER,32,Adulte,40,47,94,100,91,59
euclid,m,WEINBERG,16,Junior,36,91,69,85,62,86
eudocia,f,EGGLESTON,35,Adulte,67,60,70,64,88,32
eudora,f,ISOM,33,Adulte,75,41,50,68,73,91
eudoxia,f,QUINLAN,27,Adulte,77,44,92,69,84,75
eufemia,f,GILLEY,18,Adulte,97,78,80,74,98,38
eugen,m,JASSO,31,Adulte,82,92,93,41,76,95
eugène,m,LOYA,27,Adulte,33,34,34,89,71,45
eugene,m,MULL,28,Adulte,37,33,56,74,33,33
eugênia,f,REICHERT,17,Junior,96,62,30,34,30,73
eugenia,f,WIRTH,14,Junior,56,98,43,85,40,99
eugénie,f,REDDY,34,Adulte,95,80,32,42,49,66
eugênio,m,HODGSON,12,Junior,37,31,89,75,47,70
eugenio,m,STOWE,28,Adulte,63,40,33,93,73,36
eula,f,MCCALLUM,29,Adulte,43,97,61,79,33,44
eulalia,f,AHRENS,17,Junior,52,97,38,76,82,31
eulalie,f,HUEY,25,Adulte,36,74,46,34,52,59
eulia,f,MATTOX,19,Adulte,76,47,35,51,61,66
eumelia,f,DUPONT,23,Adulte,36,68,98,84,73,51
eunice,f,AGUAYO,31,Adulte,88,90,74,60,52,53
euphemia,f,PAK,20,Adulte,73,57,79,76,79,66
euphranor,m,TICE,22,Adulte,73,69,100,78,84,67
euphrosyne,f,ALBA,13,Junior,36,77,34,53,79,89
euripides,m,COLBURN,13,Junior,82,35,58,96,90,35
eurydice,f,CURRIER,12,Junior,77,38,71,38,71,79
eusebio,m,GASKINS,27,Adulte,85,74,59,60,65,96
eusebios,m,HARDER,23,Adulte,36,96,79,48,100,48
eusebius,m,COHN,20,Adulte,42,78,74,48,92,50
eustace,m,YOO,11,Junior,93,49,45,95,66,31
eustache,m,GARNETT,17,Junior,59,75,47,99,77,96
eustacia,f,HARTER,16,Junior,89,96,91,97,35,45
eustaquio,m,WENGER,20,Adulte,41,37,97,66,73,30
eustathios,m,CHARLTON,21,Adulte,78,40,56,70,40,30
euterpe,f,LITTLETON,34,Adulte,34,59,32,49,89,43
euthalia,f,MINTER,15,Junior,92,79,54,91,85,66
euthymius,m,HENRIQUEZ,13,Junior,64,94,93,55,61,46
eutropia,f,CONE,28,Adulte,87,57,42,69,50,84
eutropio,m,VINES,31,Adulte,76,49,50,66,87,48
eutropius,m,KIMMEL,33,Adulte,55,97,45,67,68,48
eutychius,m,CROOKS,13,Junior,54,35,60,80,65,96
eutychos,m,CARABALLO,29,Adulte,64,87,70,57,82,61
éva,f,SEARCY,32,Adulte,64,44,89,32,55,69
eva,f,PEYTON,13,Junior,79,74,59,31,76,94
evadne,f,RENFRO,35,Adulte,85,69,95,51,89,56
evaline,f,GROFF,26,Adulte,30,31,35,74,41,52
evalyn,f,THORN,28,Adulte,83,58,100,62,72,55
evan,m,MOUA,14,Junior,71,54,58,34,44,73
evander (1),m,JAY,27,Adulte,32,58,73,85,79,81
evander (2),m,LEIGH,20,Adulte,43,38,43,66,58,36
evangelina,f,SANBORN,15,Junior,87,72,69,70,100,86
evangeline,f,WICKER,34,Adulte,91,45,100,81,79,50
evangelos,m,MARTENS,16,Junior,58,47,48,43,46,54
évariste,m,BROOME,28,Adulte,47,82,41,77,94,60
evaristo,m,ABNEY,20,Adulte,77,88,92,30,65,99
evaristus,m,FISK,13,Junior,61,78,64,33,34,55
evdokia,f,ARGUETA,27,Adulte,85,84,94,64,82,77
evdokiya,f,UPCHURCH,25,Adulte,30,85,78,58,71,70
eve,f,ALDERMAN,22,Adulte,98,48,65,53,48,53
eveleen,f,TISDALE,31,Adulte,96,76,54,89,78,86
eveliina,f,CASTELLANO,33,Adulte,77,71,55,37,87,72
evelina,f,LEGG,35,Adulte,89,66,84,32,57,68
eveline,f,WILBUR,14,Junior,74,36,77,62,52,48
evelyn,f,BILLS,35,Adulte,79,37,47,77,42,47
everard,m,DIX,11,Junior,88,97,91,100,86,99
everett,m,MAULDIN,27,Adulte,37,50,61,52,76,68
everette,m,ISBELL,26,Adulte,61,50,66,52,60,30
everild,f,MEARS,13,Junior,60,39,57,89,83,95
everitt,m,LATIMER,20,Adulte,80,30,42,70,89,37
evert,m,ASHCRAFT,31,Adulte,36,59,82,48,49,88
evette,f,EARLEY,27,Adulte,63,34,72,83,80,68
evfemia,f,TEJADA,24,Adulte,75,100,53,88,84,52
evfrosyne,f,PARTRIDGE,15,Junior,58,31,79,71,93,63
evgeni,m,ANGLIN,27,Adulte,35,91,50,30,93,46
evgenia,f,CASWELL,35,Adulte,100,74,76,76,40,50
evgeniya,f,EASTON,33,Adulte,82,76,77,49,59,30
evgeny,m,KIRCHNER,19,Adulte,49,62,56,41,76,54
evie,f,MEHTA,15,Junior,63,84,52,74,64,57
évike,f,LANHAM,33,Adulte,84,41,79,78,82,45
evita,f,BLAYLOCK,22,Adulte,61,64,62,62,83,47
evonne,f,BINDER,18,Adulte,75,74,42,34,98,58
evpraksiya,f,CATALANO,32,Adulte,66,96,86,98,70,61
evrard,m,HANDLEY,23,Adulte,93,80,67,37,48,85
evron,m,STORM,11,Junior,66,38,59,57,85,81
evstathios,m,ALBERTSON,20,Adulte,88,70,66,50,34,43
evthalia,f,FREE,24,Adulte,57,73,38,50,34,69
ewa,f,TUCK,17,Junior,32,31,53,83,75,43
ewald,m,KEEGAN,27,Adulte,93,97,92,96,79,43
ewan,m,MORIARTY,21,Adulte,44,64,55,82,72,71
ewart,m,DEXTER,29,Adulte,38,48,76,55,52,70
ewen,m,MANCUSO,25,Adulte,60,82,72,82,75,47
ezar,m,ALLARD,32,Adulte,91,69,53,93,77,38
ezekiel,m,PINO,33,Adulte,51,87,63,56,72,86
ezra,m,CHAMBERLIN,11,Junior,51,40,90,59,93,41
eztebe,m,MOFFITT,27,Adulte,84,74,76,45,30,37
faas,m,HAAG,19,Adulte,60,34,46,67,51,30
fabia,f,SCHOTT,31,Adulte,100,38,38,41,55,71
fábián,m,AGNEW,27,Adulte,56,35,30,57,95,57
fabian,m,MALCOLM,33,Adulte,55,96,52,85,69,87
fabiana,f,HALLMAN,28,Adulte,95,53,40,65,61,72
fabiano,m,HECKMAN,25,Adulte,80,85,87,50,62,77
fabien,m,KARR,15,Junior,64,45,80,65,98,81
fabienne,f,SOARES,26,Adulte,55,63,64,35,61,31
fabio,m,ALFONSO,25,Adulte,77,34,55,36,72,82
fabiola,f,TOM,25,Adulte,44,52,70,88,53,95
fabius,m,WADSWORTH,11,Junior,61,64,80,32,43,40
fabó,m,SCHINDLER,27,Adulte,96,71,35,52,62,40
fabrice,m,GARIBAY,24,Adulte,47,50,54,56,90,36
fabricio,m,KUYKENDALL,26,Adulte,76,99,45,35,98,60
fabrizia,f,PENNY,24,Adulte,62,46,68,69,33,44
fabrizio,m,LITTLEFIELD,34,Adulte,99,49,66,55,86,89
fachtna,m,MCNABB,14,Junior,84,47,57,65,40,52
faddei,m,SAM,15,Junior,52,96,69,50,72,51
fadi,m,LEA,26,Adulte,58,37,42,85,98,86
fadia,f,BERRIOS,22,Adulte,34,77,36,94,44,88
fadil,m,MURRY,29,Adulte,92,53,40,52,83,74
fadila,f,REGALADO,11,Junior,54,48,96,96,48,73
fadl,m,DEHART,10,Junior,34,64,56,88,99,76
fae,f,MOHAMMED,12,Junior,99,79,63,37,61,63
fáelán,m,COUNTS,17,Junior,58,82,66,66,69,38
fahd,m,SOLORIO,20,Adulte,95,82,33,97,54,68
fahim,m,PRECIADO,26,Adulte,87,74,76,80,55,66
fahima,f,ARMENDARIZ,21,Adulte,70,35,62,82,55,56
fahmida,f,MARTELL,15,Junior,89,85,100,38,65,61
faiga,f,BARKSDALE,25,Adulte,58,45,96,72,30,62
faigel,f,FRICK,13,Junior,75,75,70,56,61,97
fairuza,f,HALLER,13,Junior,51,35,94,67,94,58
faith,f,BROYLES,16,Junior,79,95,37,74,66,56
faithe,f,DOLL,21,Adulte,86,38,49,57,93,68
faivish,m,CABLE,30,Adulte,95,90,47,93,96,77
faizel,m,DELVALLE,32,Adulte,37,61,65,44,83,51
fajra,f,WEEMS,18,Adulte,44,89,86,97,86,39
fakhri,m,KELLEHER,31,Adulte,65,75,30,77,67,45
fakhriyya,f,GAGNE,17,Junior,34,41,53,52,58,81
falk,m,ALBERS,25,Adulte,71,67,87,77,44,42
fancy,f,KUNZ,14,Junior,87,38,90,42,76,99
fane,m,HOY,20,Adulte,83,80,66,69,92,94
fannie,f,HAWES,22,Adulte,46,51,95,35,80,73
fanny,f,GUENTHER,10,Junior,90,32,98,48,38,59
faolán,m,JOHANSEN,12,Junior,99,72,65,68,57,33
farag,m,CHAFFIN,18,Adulte,90,99,76,66,72,93
farah,f,WHITWORTH,14,Junior,47,52,58,84,80,48
faraj,m,WYNNE,11,Junior,72,98,41,64,94,77
faramond,m,MCMURRAY,11,Junior,94,78,58,91,51,57
fardoos,f,LUCE,19,Adulte,55,69,99,49,53,60
fareed,m,FIORE,15,Junior,63,50,77,65,73,85
farid,m,STRAUB,22,Adulte,52,82,65,71,48,88
farida,f,MAJORS,17,Junior,49,100,37,40,41,69
fariha,f,MCDUFFIE,19,Adulte,86,56,79,98,71,70
faris,m,BOHANNON,31,Adulte,79,39,62,95,100,78
farley,m,RAWLINGS,23,Adulte,83,37,81,69,79,63
faron,m,FREED,24,Adulte,67,68,69,89,87,81
farooq,m,SUTTER,16,Junior,85,52,85,91,54,79
farouk,m,LINDSTROM,22,Adulte,77,98,97,80,88,83
farquhar,m,BUSS,30,Adulte,54,54,77,69,83,62
farrah,f,LOERA,25,Adulte,41,36,66,67,71,58
farran,m,HOYLE,34,Adulte,89,73,69,76,53,55
farrell,m,WITTE,29,Adulte,41,75,41,38,96,32
faruq,m,TYREE,21,Adulte,50,73,74,88,45,84
fastred,m,LUTTRELL,19,Adulte,50,82,45,55,91,97
fathi,m,ANDRUS,13,Junior,91,77,40,80,34,54
fathiyya,f,STEED,27,Adulte,34,83,70,63,62,91
fatima,f,THIEL,20,Adulte,30,82,65,50,50,98
fatin,f,CRANFORD,12,Junior,65,54,92,46,84,79
fatma,f,FULMER,21,Adulte,69,87,73,84,92,50
fauna,f,GABLE,34,Adulte,34,41,96,52,98,83
faunus,m,PORRAS,20,Adulte,39,78,86,95,92,70
fausta,f,WEIS,30,Adulte,47,71,90,85,30,70
faustina,f,MAAS,32,Adulte,43,72,98,76,70,69
faustine,f,PACKARD,24,Adulte,60,68,59,72,98,46
fausto,m,NOYES,10,Junior,40,84,97,79,35,35
faustus,m,KWON,30,Adulte,36,65,79,70,80,51
fawn,f,KNOLL,35,Adulte,66,74,89,64,75,91
fawzi,m,MARX,31,Adulte,37,36,40,47,100,60
fawziyya,f,FEENEY,29,Adulte,80,33,98,60,76,57
fay,f,ISRAEL,27,Adulte,91,78,51,99,95,74
faye,f,BOHN,30,Adulte,94,48,46,73,74,70
fayiz,m,COCKRELL,14,Junior,40,75,97,31,43,74
fayruz,f,GLICK,28,Adulte,72,30,60,52,100,53
faysal,m,COSGROVE,28,Adulte,60,89,93,35,34,52
fayvel,m,KEEFER,13,Junior,88,42,76,94,66,48
fayza,f,MUNDY,12,Junior,88,98,83,30,70,93
fearchar,m,BATCHELOR,28,Adulte,89,51,67,31,48,61
feardorcha,m,LOVELESS,30,Adulte,51,39,45,63,100,32
fearghal,m,HOROWITZ,32,Adulte,98,95,43,35,37,44
fearghas,m,HASKELL,26,Adulte,97,48,76,100,86,83
fechín,m,KUNKEL,25,Adulte,33,84,85,68,55,36
fedele,m,COLSON,29,Adulte,76,71,80,83,34,36
fedelma,f,HEDGES,18,Adulte,91,82,90,89,73,100
federica,f,STAGGS,28,Adulte,61,82,57,67,95,95
federico,m,SWISHER,15,Junior,45,54,32,55,32,35
federigo,m,LOMELI,30,Adulte,37,56,89,44,63,76
fedora,f,PADRON,26,Adulte,76,42,74,74,75,80
fedot,m,COTA,26,Adulte,49,58,67,83,87,32
fedya,m,HOMAN,10,Junior,40,90,97,85,66,51
feichín,m,MUSSER,28,Adulte,58,60,91,92,37,99
feidhelm,f,CURTIN,19,Adulte,78,86,38,59,49,71
feidhlim,m,SALERNO,34,Adulte,83,46,85,43,52,32
feidhlimidh,m,SEGOVIA,32,Adulte,47,55,85,47,34,58
feige,f,KEETON,22,Adulte,91,95,71,42,86,49
feivel,m,BRANDENBURG,34,Adulte,96,42,64,99,67,44
felice,m,STARLING,15,Junior,60,65,59,73,61,72
felicia,f,TSAI,21,Adulte,84,77,66,91,54,75
feliciana,f,MAHON,26,Adulte,31,31,87,69,35,88
feliciano,m,KLINGER,24,Adulte,47,79,95,35,43,68
felicidad,f,PAQUETTE,20,Adulte,60,36,92,63,99,48
felicidade,f,HADDAD,29,Adulte,46,81,54,75,33,88
félicie,f,MCCUNE,22,Adulte,99,51,45,43,73,69
felicie,f,MATHEW,14,Junior,61,74,68,44,90,38
felicien,m,SHULL,14,Junior,71,50,38,30,52,52
felicienne,f,HIGDON,20,Adulte,71,90,75,67,87,75
felìcita,f,GUEST,22,Adulte,63,60,61,43,87,51
felicity,f,SHAY,33,Adulte,65,88,93,40,85,51
felim,m,SWAFFORD,22,Adulte,84,83,33,40,81,64
felina,f,ANGULO,16,Junior,46,92,86,38,41,98
felipa,f,HACKNEY,18,Adulte,57,66,71,67,51,93
felipe,m,EVERS,20,Adulte,49,50,57,33,70,86
feliu,m,SIBLEY,20,Adulte,98,69,65,83,42,37
félix,m,WOODWORTH,23,Adulte,85,65,81,53,93,97
felix,m,OSTRANDER,22,Adulte,52,38,35,58,48,45
femi,m,MANGUM,24,Adulte,74,43,46,90,46,44
femie,f,SMYTH,11,Junior,39,71,81,100,32,47
femke,f,QUARLES,14,Junior,63,58,84,47,73,89
fenella,f,MCCARTER,25,Adulte,94,48,43,39,59,60
fenton,m,CLOSE,28,Adulte,100,93,83,47,35,56
feodor,m,TRUITT,20,Adulte,62,57,80,99,79,94
feodora,f,STPIERRE,33,Adulte,56,46,95,59,77,31
feofilakt,m,MACKAY,11,Junior,56,78,78,35,71,50
ferapont,m,BAYER,20,Adulte,99,64,76,89,88,75
ferdie,m,TIMM,30,Adulte,33,58,72,84,74,52
ferdinand,m,THATCHER,30,Adulte,48,53,64,68,93,52
ferdinanda,f,BESS,24,Adulte,83,59,78,46,51,63
ferdinando,m,TRINIDAD,34,Adulte,56,40,89,84,94,60
ferdy,m,JACOBY,16,Junior,40,66,94,58,80,71
ferenc,m,PROFFITT,25,Adulte,78,74,44,77,73,35
fergal,m,CONCEPCION,18,Adulte,42,44,45,45,94,50
fergie,m,PARKINSON,17,Junior,81,39,95,59,76,81
fergus,m,CARREON,28,Adulte,72,52,30,73,42,67
feri,m,RAMON,23,Adulte,35,86,69,94,65,98
ferko,m,MONROY,10,Junior,88,62,83,71,48,70
fermin,m,LEGER,25,Adulte,98,63,90,65,91,71
fern,f,JAUREGUI,13,Junior,56,62,72,59,31,43
fernand,m,GLYNN,31,Adulte,67,30,96,59,59,86
fernanda,f,TAGGART,33,Adulte,66,95,86,47,95,97
fernande,f,NEIL,15,Junior,52,96,77,57,84,96
fernando,m,REDDICK,17,Junior,49,49,88,61,80,83
fernão,m,WIESE,29,Adulte,46,100,92,72,54,98
ferne,f,DOVER,19,Adulte,57,50,67,55,40,70
feroze,m,WICKS,34,Adulte,66,65,84,73,80,35
ferran,m,HENNESSY,11,Junior,80,100,74,59,53,69
ferrer,m,BITTNER,32,Adulte,58,47,61,73,34,79
